MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,XOU24BCGSR,Plumbing,Faucets & Stems,Kitchen Faucets,XOU24BCGSR,XOU24BCGSR,XOU24BCGSR Beverage Center SS,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),Appliance Dealers Cooperative,Appliance Dealers Cooperative,,XOU24BCGSR,,Plumbing>Faucets>Kitchen Faucets,"Appliance Dealers Cooperative, Kitchen Faucet, XOU24BCGSR, Stainless Steel",KITCHEN FAUCET SST,"Appliance Dealers Cooperative, XOU24BCGSR, Kitchen Faucet, Stainless Steel","Appliance Dealers Cooperative Kitchen Faucet, Stainless Steel","Appliance Dealers Cooperative, Kitchen Faucet, Stainless Steel",,,,,,,,,,,,,,,,,,,,,,,,,,,Kitchen Faucet,Series,,,Model,,,Flow Rate,,,Mounting Type,,,Connection Type,,,Connection Size,,,Spout Reach,,,Finish,,,Material,Stainless Steel,,Additional Information,,,,,,,,,,,,,,,,,,Manufacturer Part Number,XOU24BCGSR,,Supplier / Manufacturer,Appliance Dealers Cooperative,,Catalog Category,General Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
,,,,,,XOU24WDZGBR,Plumbing,Faucets & Stems,Kitchen Faucets,XOU24WDZGBR,XOU24WDZGBR,XOU24WDZGBR Beverage Center Bk,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),Appliance Dealers Cooperative,Appliance Dealers Cooperative,,XOU24WDZGBR,,Plumbing>Faucets>Kitchen Faucets,"Appliance Dealers Cooperative, Kitchen Faucet, XOU24WDZGBR",KITCHEN FAUCET,"Appliance Dealers Cooperative, XOU24WDZGBR, Kitchen Faucet",Appliance Dealers Cooperative Kitchen Faucet,"Appliance Dealers Cooperative, Kitchen Faucet",,,,,,,,,,,,,,,,,,,,,,,,,,,Kitchen Faucet,Series,,,Model,,,Flow Rate,,,Mounting Type,,,Connection Type,,,Connection Size,,,Spout Reach,,,Finish,,,Material,,,Additional Information,,,,,,,,,,,,,,,,,,Catalog Category,General Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
,,,,,,C7CDAAS3PD3,,,,C7CDAAS3PD3,C7CDAAS3PD3,C7CDAAS3PD3 Café Drip Coffee Maker MB,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),Appliance Dealers Cooperative,Appliance Dealers Cooperative,,C7CDAAS3PD3,,,"Appliance Dealers Cooperative, Coffee Maker, C7CDAAS3PD3",COFFEE MAKER,"Appliance Dealers Cooperative, C7CDAAS3PD3, Coffee Maker",Appliance Dealers Cooperative Coffee Maker,"Appliance Dealers Cooperative, Coffee Maker",,,,,,,,,,,,,,,,,,,,,,,,,,,Coffee Maker,Series,,,Model,,,Item Type,,,Voltage Rating,,,Amperage Rating,,,Dimensions,,,Mounting Type,,,Material,,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,Manufacturer Part Number,C7CDAAS3PD3,,Supplier / Manufacturer,Appliance Dealers Cooperative,,Catalog Category,General Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
,,,,,,C7CDAAS4PW3,,,,C7CDAAS4PW3,C7CDAAS4PW3,C7CDAAS4PW3 Café Drip Coffee Maker MW,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),Appliance Dealers Cooperative,Appliance Dealers Cooperative,,C7CDAAS4PW3,,,"Appliance Dealers Cooperative, Coffee Maker, C7CDAAS4PW3",COFFEE MAKER,"Appliance Dealers Cooperative, C7CDAAS4PW3, Coffee Maker",Appliance Dealers Cooperative Coffee Maker,"Appliance Dealers Cooperative, Coffee Maker",,,,,,,,,,,,,,,,,,,,,,,,,,,Coffee Maker,Series,,,Model,,,Item Type,,,Voltage Rating,,,Amperage Rating,,,Dimensions,,,Mounting Type,,,Material,,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
,,,,,,C7CDABS2RS3,,,,C7CDABS2RS3,C7CDABS2RS3,C7CDABS2RS3 Cafe Coffee Maker,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),Appliance Dealers Cooperative,Appliance Dealers Cooperative,,C7CDABS2RS3,,,"Appliance Dealers Cooperative, Coffee Maker, C7CDABS2RS3",COFFEE MAKER,"Appliance Dealers Cooperative, C7CDABS2RS3, Coffee Maker",Appliance Dealers Cooperative Coffee Maker,"Appliance Dealers Cooperative, Coffee Maker",,,,,,,,,,,,,,,,,,,,,,,,,,,Coffee Maker,Series,,,Model,,,Item Type,,,Voltage Rating,,,Amperage Rating,,,Dimensions,,,Mounting Type,,,Material,,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
,,,,,,C7CDABS3RD3,,,,C7CDABS3RD3,C7CDABS3RD3,C7CDABS3RD3 Café Coffee Maker MB,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),Appliance Dealers Cooperative,Appliance Dealers Cooperative,,C7CDABS3RD3,,,"Appliance Dealers Cooperative, Coffee Maker, C7CDABS3RD3",COFFEE MAKER,"Appliance Dealers Cooperative, C7CDABS3RD3, Coffee Maker",Appliance Dealers Cooperative Coffee Maker,"Appliance Dealers Cooperative, Coffee Maker",,,,,,,,,,,,,,,,,,,,,,,,,,,Coffee Maker,Series,,,Model,,,Item Type,,,Voltage Rating,,,Amperage Rating,,,Dimensions,,,Mounting Type,,,Material,,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
,,,,,,C7CDABS4RW3,,,,C7CDABS4RW3,C7CDABS4RW3,C7CDABS4RW3 Café Coffee Maker MW,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),Appliance Dealers Cooperative,Appliance Dealers Cooperative,,C7CDABS4RW3,,,"Appliance Dealers Cooperative, Coffee Maker, C7CDABS4RW3",COFFEE MAKER,"Appliance Dealers Cooperative, C7CDABS4RW3, Coffee Maker",Appliance Dealers Cooperative Coffee Maker,"Appliance Dealers Cooperative, Coffee Maker",,,,,,,,,,,,,,,,,,,,,,,,,,,Coffee Maker,Series,,,Model,,,Item Type,,,Voltage Rating,,,Amperage Rating,,,Dimensions,,,Mounting Type,,,Material,,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,Manufacturer,Appliance Dealers Cooperative,,Catalog Category,General Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
,,,,,,C7CEBBS2RS3,Plumbing,Faucets & Stems,Kitchen Faucets,C7CEBBS2RS3,C7CEBBS2RS3,C7CEBBS2RS3 Cafe Auto Espresso Machine SS,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),Appliance Dealers Cooperative,Appliance Dealers Cooperative,,C7CEBBS2RS3,,Plumbing>Faucets>Kitchen Faucets,"Appliance Dealers Cooperative, Commercial Faucet, C7CEBBS2RS3, Stainless Steel",COMMERCIAL FAUCET SST,"Appliance Dealers Cooperative, C7CEBBS2RS3, Commercial Faucet, Stainless Steel","Appliance Dealers Cooperative Commercial Faucet, Stainless Steel","Appliance Dealers Cooperative, Commercial Faucet, Stainless Steel",,,,,,,,,,,,,,,,,,,,,,,,,,,Commercial Faucet,Series,,,Model,,,Flow Rate,,,Mounting Type,,,Connection Type,,,Connection Size,,,Spout Reach,,,Finish,,,Material,Stainless Steel,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
,,,,,,C7CEBBS4RW3,Appliances,Large Appliances,Dishwashers,C7CEBBS4RW3,C7CEBBS4RW3,C7CEBBS4RW3 Café Auto Espresso Machine Wh,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),Appliance Dealers Cooperative,Appliance Dealers Cooperative,,C7CEBBS4RW3,,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"Appliance Dealers Cooperative, Dishwasher, C7CEBBS4RW3",DISHWASHER,"Appliance Dealers Cooperative, C7CEBBS4RW3, Dishwasher",Appliance Dealers Cooperative Dishwasher,"Appliance Dealers Cooperative, Dishwasher",,,,,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,Series,,,Model,,,Number of Wash Cycles,,,Voltage Rating,,,Amperage Rating,,,Mounting Type,,,Plug Type,,,Size,,,Depth With Door Open,,,Minimum Height,,,Maximum Height,,,Sound Level,,,Material,,,Color,,,Additional Information,,,Manufacturer,Appliance Dealers Cooperative,,Catalog Category,General Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
,,,,,,C7CESAS2RS3,Appliances,Large Appliances,Dishwashers,C7CESAS2RS3,C7CESAS2RS3,C7CESAS2RS3 Café Espresso SS,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),Appliance Dealers Cooperative,Appliance Dealers Cooperative,,C7CESAS2RS3,,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"Appliance Dealers Cooperative, Dishwasher, C7CESAS2RS3, Stainless Steel",DISHWASHER SST,"Appliance Dealers Cooperative, C7CESAS2RS3, Dishwasher, Stainless Steel","Appliance Dealers Cooperative Dishwasher, Stainless Steel","Appliance Dealers Cooperative, Dishwasher, Stainless Steel",,,,,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,Series,,,Model,,,Number of Wash Cycles,,,Voltage Rating,,,Amperage Rating,,,Mounting Type,,,Plug Type,,,Size,,,Depth With Door Open,,,Minimum Height,,,Maximum Height,,,Sound Level,,,Material,Stainless Steel,,Color,,,Additional Information,,,Manufacturer,Appliance Dealers Cooperative,,Catalog Category,General Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
,,,,,,C7CESAS3RD3,Plumbing,Faucets & Stems,Kitchen Faucets,C7CESAS3RD3,C7CESAS3RD3,C7CESAS3RD3 Café Espresso Machine MB,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),Appliance Dealers Cooperative,Appliance Dealers Cooperative,,C7CESAS3RD3,,Plumbing>Faucets>Kitchen Faucets,"Appliance Dealers Cooperative, Kitchen Faucet, C7CESAS3RD3",KITCHEN FAUCET,"Appliance Dealers Cooperative, C7CESAS3RD3, Kitchen Faucet",Appliance Dealers Cooperative Kitchen Faucet,"Appliance Dealers Cooperative, Kitchen Faucet",,,,,,,,,,,,,,,,,,,,,,,,,,,Kitchen Faucet,Series,,,Model,,,Flow Rate,,,Mounting Type,,,Connection Type,,,Connection Size,,,Spout Reach,,,Finish,,,Material,,,Additional Information,,,,,,,,,,,,,,,,,,Manufacturer,Appliance Dealers Cooperative,,Catalog Category,General Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
,,,,,,C7CESAS4RW3,Appliances,Large Appliances,Dishwashers,C7CESAS4RW3,C7CESAS4RW3,C7CESAS4RW3 Cafe Espresso Wh,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),Appliance Dealers Cooperative,Appliance Dealers Cooperative,,C7CESAS4RW3,,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"Appliance Dealers Cooperative, Dishwasher, C7CESAS4RW3",DISHWASHER,"Appliance Dealers Cooperative, C7CESAS4RW3, Dishwasher",Appliance Dealers Cooperative Dishwasher,"Appliance Dealers Cooperative, Dishwasher",,,,,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,Series,,,Model,,,Number of Wash Cycles,,,Voltage Rating,,,Amperage Rating,,,Mounting Type,,,Plug Type,,,Size,,,Depth With Door Open,,,Minimum Height,,,Maximum Height,,,Sound Level,,,Material,,,Color,,,Additional Information,,,Manufacturer,Appliance Dealers Cooperative,,Catalog Category,General Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
,,,,,,WOSP30100SS,,,,WOSP30100SS,WOSP30100SS,WOSP30100SS Beko Wall Oven SS,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),Appliance Dealers Cooperative,Appliance Dealers Cooperative,,WOSP30100SS,,,"Appliance Dealers Cooperative, Wall Oven, WOSP30100SS, Stainless Steel",WALL OVEN SST,"Appliance Dealers Cooperative, WOSP30100SS, Wall Oven, Stainless Steel","Appliance Dealers Cooperative Wall Oven, Stainless Steel","Appliance Dealers Cooperative, Wall Oven, Stainless Steel",,,,,,,,,,,,,,,,,,,,,,,,,,,Wall Oven,Series,,,Model,,,Item Type,,,Voltage Rating,,,Amperage Rating,,,Dimensions,,,Mounting Type,,,Material,Stainless Steel,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
,,,,,,MSER2090S,,,,MSER2090S,MSER2090S,MSER2090S LG Microwave SS,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),Appliance Dealers Cooperative,Appliance Dealers Cooperative,,MSER2090S,,,"Appliance Dealers Cooperative, Microwave, MSER2090S, Stainless Steel",MICROWAVE SST,"Appliance Dealers Cooperative, MSER2090S, Microwave, Stainless Steel","Appliance Dealers Cooperative Microwave, Stainless Steel","Appliance Dealers Cooperative, Microwave, Stainless Steel",,,,,,,,,,,,,,,,,,,,,,,,,,,Microwave,Series,,,Model,,,Item Type,,,Voltage Rating,,,Amperage Rating,,,Dimensions,,,Mounting Type,,,Material,Stainless Steel,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
,,,,,,GCST16S1WSS,,,,GCST16S1WSS,GCST16S1WSS,GCST16S1WSS GE Microwave SS,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),Appliance Dealers Cooperative,Appliance Dealers Cooperative,,GCST16S1WSS,,,"Appliance Dealers Cooperative, Microwave, GCST16S1WSS, Stainless Steel",MICROWAVE SST,"Appliance Dealers Cooperative, GCST16S1WSS, Microwave, Stainless Steel","Appliance Dealers Cooperative Microwave, Stainless Steel","Appliance Dealers Cooperative, Microwave, Stainless Steel",,,,,,,,,,,,,,,,,,,,,,,,,,,Microwave,Series,,,Model,,,Item Type,,,Voltage Rating,,,Amperage Rating,,,Dimensions,,,Mounting Type,,,Material,Stainless Steel,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
,,,,,,PCWK15C1WSS,,,,PCWK15C1WSS,PCWK15C1WSS,PCWK15C1WSS GE Microwave,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),Appliance Dealers Cooperative,Appliance Dealers Cooperative,,PCWK15C1WSS,,,"Appliance Dealers Cooperative, Microwave, PCWK15C1WSS",MICROWAVE,"Appliance Dealers Cooperative, PCWK15C1WSS, Microwave",Appliance Dealers Cooperative Microwave,"Appliance Dealers Cooperative, Microwave",,,,,,,,,,,,,,,,,,,,,,,,,,,Microwave,Series,,,Model,,,Item Type,,,Voltage Rating,,,Amperage Rating,,,Dimensions,,,Mounting Type,,,Material,,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
,,,,,,SMC2266KS,,,,SMC2266KS,SMC2266KS,SMC2266KS Microwave SS Display Only,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),Appliance Dealers Cooperative,Appliance Dealers Cooperative,,SMC2266KS,,,"Appliance Dealers Cooperative, Microwave, SMC2266KS, Stainless Steel",MICROWAVE SST,"Appliance Dealers Cooperative, SMC2266KS, Microwave, Stainless Steel","Appliance Dealers Cooperative Microwave, Stainless Steel","Appliance Dealers Cooperative, Microwave, Stainless Steel",,,,,,,,,,,,,,,,,,,,,,,,,,,Microwave,Series,,,Model,,,Item Type,,,Voltage Rating,,,Amperage Rating,,,Dimensions,,,Mounting Type,,,Material,Stainless Steel,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
