MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
https://www.festoolusa.com/product/573303,,,,,,573303,,,,573303,573303,573303 40W Led Cand 27k 2pk,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Phillips Lighting (5831),Festool GmbH,FESTOOL®,,573303,,,"FESTOOL®, Commercial Product, 573303",COMMERCIAL PRODUCT,"FESTOOL®, 573303, Commercial Product",FESTOOL® Commercial Product,"FESTOOL®, Commercial Product",,,,,,,,,,,,,,,,,,,,,,,,,,,"FESTOOL®, Commercial Product",Series,,,Model,,,Item Type,,,Voltage Rating,,,Amperage Rating,,,Dimensions,,,Mounting Type,,,Material,,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,PackQuantity,2 PK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
https://www.festoolusa.com/product/573188,,,,,,573188,,,,573188,573188,573188 250W Led Par38 Med 50k,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Phillips Lighting (5831),Festool GmbH,FESTOOL®,,573188,,,"FESTOOL®, Commercial Product, 573188",COMMERCIAL PRODUCT,"FESTOOL®, 573188, Commercial Product",FESTOOL® Commercial Product,"FESTOOL®, Commercial Product",,,,,,,,,,,,,,,,,,,,,,,,,,,"FESTOOL®, Commercial Product",Series,,,Model,,,Item Type,,,Voltage Rating,,,Amperage Rating,,,Dimensions,,,Mounting Type,,,Material,,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
https://www.festoolusa.com/product/573469,,,,,,573469,,,,573469,573469,573469 40W Led A19 Med 50k 2pk,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Phillips Lighting (5831),Festool GmbH,FESTOOL®,,573469,,,"FESTOOL®, Commercial Product, 573469",COMMERCIAL PRODUCT,"FESTOOL®, 573469, Commercial Product",FESTOOL® Commercial Product,"FESTOOL®, Commercial Product",,,,,,,,,,,,,,,,,,,,,,,,,,,"FESTOOL®, Commercial Product",Series,,,Model,,,Item Type,,,Voltage Rating,,,Amperage Rating,,,Dimensions,,,Mounting Type,,,Material,,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,PackQuantity,2 PK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
https://www.lighting.philips.com/product/565671,,,,,,565671,,,,565671,565671,565671 25W Led Med 20K,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Phillips Lighting (5831),Signify N.V.,PHILIPS LIGHTING®,,565671,,,"PHILIPS LIGHTING®, Commercial Product, 565671",COMMERCIAL PRODUCT,"PHILIPS LIGHTING®, 565671, Commercial Product",PHILIPS LIGHTING® Commercial Product,"PHILIPS LIGHTING®, Commercial Product",,,,,,,,,,,,,,,,,,,,,,,,,,,"PHILIPS LIGHTING®, Commercial Product",Series,,,Model,,,Item Type,,,Voltage Rating,,,Amperage Rating,,,Dimensions,,,Mounting Type,,,Material,,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
https://www.festoolusa.com/product/573204,,,,,,573204,,,,573204,573204,573204 75W Led Par20 Med 50k,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Phillips Lighting (5831),Festool GmbH,FESTOOL®,,573204,,,"FESTOOL®, Commercial Product, 573204",COMMERCIAL PRODUCT,"FESTOOL®, 573204, Commercial Product",FESTOOL® Commercial Product,"FESTOOL®, Commercial Product",,,,,,,,,,,,,,,,,,,,,,,,,,,"FESTOOL®, Commercial Product",Series,,,Model,,,Item Type,,,Voltage Rating,,,Amperage Rating,,,Dimensions,,,Mounting Type,,,Material,,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
https://www.ustape.com/product/581199,,,,,,581199,,,,581199,581199,581199 60W Led Med 2pk,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Phillips Lighting (5831),U.S. Tape Company,U.S. TAPE®,,581199,,,"U.S. TAPE®, Commercial Product, 581199",COMMERCIAL PRODUCT,"U.S. TAPE®, 581199, Commercial Product",U.S. TAPE® Commercial Product,"U.S. TAPE®, Commercial Product",,,,,,,,,,,,,,,,,,,,,,,,,,,"U.S. TAPE®, Commercial Product",Series,,,Model,,,Item Type,,,Voltage Rating,,,Amperage Rating,,,Dimensions,,,Mounting Type,,,Material,,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,PackQuantity,2 PK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
https://www.lighting.philips.com/product/565887,,,,,,565887,,,,565887,565887,565887 60W Led Med 20k,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Phillips Lighting (5831),Signify N.V.,PHILIPS LIGHTING®,,565887,,,"PHILIPS LIGHTING®, Commercial Product, 565887",COMMERCIAL PRODUCT,"PHILIPS LIGHTING®, 565887, Commercial Product",PHILIPS LIGHTING® Commercial Product,"PHILIPS LIGHTING®, Commercial Product",,,,,,,,,,,,,,,,,,,,,,,,,,,"PHILIPS LIGHTING®, Commercial Product",Series,,,Model,,,Item Type,,,Voltage Rating,,,Amperage Rating,,,Dimensions,,,Mounting Type,,,Material,,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
https://www.ustape.com/product/586867,,,,,,586867,,,,586867,586867,586867 60W Led Med 27K,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Phillips Lighting (5831),U.S. Tape Company,U.S. TAPE®,,586867,,,"U.S. TAPE®, Commercial Product, 586867",COMMERCIAL PRODUCT,"U.S. TAPE®, 586867, Commercial Product",U.S. TAPE® Commercial Product,"U.S. TAPE®, Commercial Product",,,,,,,,,,,,,,,,,,,,,,,,,,,"U.S. TAPE®, Commercial Product",Series,,,Model,,,Item Type,,,Voltage Rating,,,Amperage Rating,,,Dimensions,,,Mounting Type,,,Material,,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
https://www.lighting.philips.com/product/568451,,,,,,568451,,,,568451,568451,5686451 50W Led Med 50k 2pk,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Phillips Lighting (5831),Signify N.V.,PHILIPS LIGHTING®,,568451,,,"PHILIPS LIGHTING®, Commercial Product, 568451",COMMERCIAL PRODUCT,"PHILIPS LIGHTING®, 568451, Commercial Product",PHILIPS LIGHTING® Commercial Product,"PHILIPS LIGHTING®, Commercial Product",,,,,,,,,,,,,,,,,,,,,,,,,,,"PHILIPS LIGHTING®, Commercial Product",Series,,,Model,,,Item Type,,,Voltage Rating,,,Amperage Rating,,,Dimensions,,,Mounting Type,,,Material,,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,PackQuantity,2 PK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
https://www.lighting.philips.com/product/568444,,,,,,568444,,,,568444,568444,568444 90W Led Par38 50k 2pk,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Phillips Lighting (5831),Signify N.V.,PHILIPS LIGHTING®,,568444,,,"PHILIPS LIGHTING®, Commercial Product, 568444",COMMERCIAL PRODUCT,"PHILIPS LIGHTING®, 568444, Commercial Product",PHILIPS LIGHTING® Commercial Product,"PHILIPS LIGHTING®, Commercial Product",,,,,,,,,,,,,,,,,,,,,,,,,,,"PHILIPS LIGHTING®, Commercial Product",Series,,,Model,,,Item Type,,,Voltage Rating,,,Amperage Rating,,,Dimensions,,,Mounting Type,,,Material,,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,PackQuantity,2 PK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
https://www.festoolusa.com/product/573196,,,,,,573196,,,,573196,573196,573196 75W Led Med 30K,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Phillips Lighting (5831),Festool GmbH,FESTOOL®,,573196,,,"FESTOOL®, Commercial Product, 573196",COMMERCIAL PRODUCT,"FESTOOL®, 573196, Commercial Product",FESTOOL® Commercial Product,"FESTOOL®, Commercial Product",,,,,,,,,,,,,,,,,,,,,,,,,,,"FESTOOL®, Commercial Product",Series,,,Model,,,Item Type,,,Voltage Rating,,,Amperage Rating,,,Dimensions,,,Mounting Type,,,Material,,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
https://www.lighting.philips.com/product/564500,,,,,,564500,,,,564500,564500,564500 75W Adj Base 50k 3pk,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Phillips Lighting (5831),Signify N.V.,PHILIPS LIGHTING®,,564500,,,"PHILIPS LIGHTING®, Commercial Product, 564500",COMMERCIAL PRODUCT,"PHILIPS LIGHTING®, 564500, Commercial Product",PHILIPS LIGHTING® Commercial Product,"PHILIPS LIGHTING®, Commercial Product",,,,,,,,,,,,,,,,,,,,,,,,,,,"PHILIPS LIGHTING®, Commercial Product",Series,,,Model,,,Item Type,,,Voltage Rating,,,Amperage Rating,,,Dimensions,,,Mounting Type,,,Material,,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,PackQuantity,3 PK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
https://www.festoolusa.com/product/571513,,,,,,571513,,,,571513,571513,571513 40/60/100 Led Med 27k,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Phillips Lighting (5831),Festool GmbH,FESTOOL®,,571513,,,"FESTOOL®, Commercial Product, 571513",COMMERCIAL PRODUCT,"FESTOOL®, 571513, Commercial Product",FESTOOL® Commercial Product,"FESTOOL®, Commercial Product",,,,,,,,,,,,,,,,,,,,,,,,,,,"FESTOOL®, Commercial Product",Series,,,Model,,,Item Type,,,Voltage Rating,,,Amperage Rating,,,Dimensions,,,Mounting Type,,,Material,,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
https://www.ustape.com/product/588566,,,,,,588566,,,,588566,588566,588566 40W Led Med 55k 3pk,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Phillips Lighting (5831),U.S. Tape Company,U.S. TAPE®,,588566,,,"U.S. TAPE®, Commercial Product, 588566",COMMERCIAL PRODUCT,"U.S. TAPE®, 588566, Commercial Product",U.S. TAPE® Commercial Product,"U.S. TAPE®, Commercial Product",,,,,,,,,,,,,,,,,,,,,,,,,,,"U.S. TAPE®, Commercial Product",Series,,,Model,,,Item Type,,,Voltage Rating,,,Amperage Rating,,,Dimensions,,,Mounting Type,,,Material,,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,PackQuantity,3 PK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
https://www.lighting.philips.com/product/565655,,,,,,565655,,,,565655,565655,565655 25W Led A15 Med 20k,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Phillips Lighting (5831),Signify N.V.,PHILIPS LIGHTING®,,565655,,,"PHILIPS LIGHTING®, Commercial Product, 565655",COMMERCIAL PRODUCT,"PHILIPS LIGHTING®, 565655, Commercial Product",PHILIPS LIGHTING® Commercial Product,"PHILIPS LIGHTING®, Commercial Product",,,,,,,,,,,,,,,,,,,,,,,,,,,"PHILIPS LIGHTING®, Commercial Product",Series,,,Model,,,Item Type,,,Voltage Rating,,,Amperage Rating,,,Dimensions,,,Mounting Type,,,Material,,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
https://www.lighting.philips.com/product/565812,,,,,,565812,,,,565812,565812,565812 60W Med Led 50k,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Phillips Lighting (5831),Signify N.V.,PHILIPS LIGHTING®,,565812,,,"PHILIPS LIGHTING®, Commercial Product, 565812",COMMERCIAL PRODUCT,"PHILIPS LIGHTING®, 565812, Commercial Product",PHILIPS LIGHTING® Commercial Product,"PHILIPS LIGHTING®, Commercial Product",,,,,,,,,,,,,,,,,,,,,,,,,,,"PHILIPS LIGHTING®, Commercial Product",Series,,,Model,,,Item Type,,,Voltage Rating,,,Amperage Rating,,,Dimensions,,,Mounting Type,,,Material,,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
https://www.ustape.com/product/586917,,,,,,586917,,,,586917,586917,586917 40W Led Cand 27K 2pk,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Phillips Lighting (5831),U.S. Tape Company,U.S. TAPE®,,586917,,,"U.S. TAPE®, Commercial Product, 586917",COMMERCIAL PRODUCT,"U.S. TAPE®, 586917, Commercial Product",U.S. TAPE® Commercial Product,"U.S. TAPE®, Commercial Product",,,,,,,,,,,,,,,,,,,,,,,,,,,"U.S. TAPE®, Commercial Product",Series,,,Model,,,Item Type,,,Voltage Rating,,,Amperage Rating,,,Dimensions,,,Mounting Type,,,Material,,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,PackQuantity,2 PK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
,,,,,,46719,,,,46719,46719,49719 Wall Light Motion Wh,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Maxsa Innovations (MAXIN),Maxsa Innovations,Maxsa Innovations,,46719,,,"Maxsa Innovations, Commercial Product, 46719",COMMERCIAL PRODUCT,"Maxsa Innovations, 46719, Commercial Product",Maxsa Innovations Commercial Product,"Maxsa Innovations, Commercial Product",,,,,,,,,,,,,,,,,,,,,,,,,,,"Maxsa Innovations, Commercial Product",Series,,,Model,,,Item Type,,,Voltage Rating,,,Amperage Rating,,,Dimensions,,,Mounting Type,,,Material,,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
https://www.ustape.com/product/59061BSL,,,,,,59061BSL,,,,59061BSL,59061BSL,59061BSL Kichler Ext Wall Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),U.S. Tape Company,U.S. TAPE®,,59061BSL,,,"U.S. TAPE®, Commercial Product, 59061BSL",COMMERCIAL PRODUCT,"U.S. TAPE®, 59061BSL, Commercial Product",U.S. TAPE® Commercial Product,"U.S. TAPE®, Commercial Product",,,,,,,,,,,,,,,,,,,,,,,,,,,"U.S. TAPE®, Commercial Product",Series,,,Model,,,Item Type,,,Voltage Rating,,,Amperage Rating,,,Dimensions,,,Mounting Type,,,Material,,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
https://www.ustape.com/product/59062BSL,,,,,,59062BSL,,,,59062BSL,59062BSL,59062BSL Kichler Ext Wall Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),U.S. Tape Company,U.S. TAPE®,,59062BSL,,,"U.S. TAPE®, Commercial Product, 59062BSL",COMMERCIAL PRODUCT,"U.S. TAPE®, 59062BSL, Commercial Product",U.S. TAPE® Commercial Product,"U.S. TAPE®, Commercial Product",,,,,,,,,,,,,,,,,,,,,,,,,,,"U.S. TAPE®, Commercial Product",Series,,,Model,,,Item Type,,,Voltage Rating,,,Amperage Rating,,,Dimensions,,,Mounting Type,,,Material,,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
